filename,xmin,ymin,xmax,ymax
/home/rafik/caffe/images/pedestrians.jpg,133,145,563,305
/home/rafik/caffe/images/pedestrians.jpg,218,1,470,121
/home/rafik/caffe/images/pedestrians.jpg,184,145,563,305
/home/rafik/caffe/images/pedestrians.jpg,65,240,211,295
/home/rafik/caffe/images/pedestrians.jpg,231,119,334,196
/home/rafik/caffe/images/pedestrians.jpg,383,178,506,197
/home/rafik/caffe/images/pedestrians.jpg,389,183,506,196
/home/rafik/caffe/images/pedestrians.jpg,28,65,215,186
/home/rafik/caffe/images/pedestrians.jpg,374,115,466,172
/home/rafik/caffe/images/pedestrians.jpg,1,1,21,79
/home/rafik/caffe/images/pedestrians.jpg,1,167,279,239
/home/rafik/caffe/images/pedestrians.jpg,89,1,711,195
/home/rafik/caffe/images/pedestrians.jpg,203,1,435,87
/home/rafik/caffe/images/pedestrians.jpg,334,1,453,77
/home/rafik/caffe/images/pedestrians.jpg,8,83,95,197
/home/rafik/caffe/images/pedestrians.jpg,231,125,321,174
/home/rafik/caffe/images/pedestrians.jpg,8,83,95,176
/home/rafik/caffe/images/pedestrians.jpg,26,83,95,152
/home/rafik/caffe/images/pedestrians.jpg,26,83,95,151
/home/rafik/caffe/images/pedestrians.jpg,26,83,93,151
/home/rafik/caffe/images/pedestrians.jpg,223,119,354,220
/home/rafik/caffe/images/pedestrians.jpg,8,99,32,176
/home/rafik/caffe/images/pedestrians.jpg,252,125,321,174
/home/rafik/caffe/images/pedestrians.jpg,89,303,495,361
/home/rafik/caffe/images/pedestrians.jpg,14,1,373,116
/home/rafik/caffe/images/pedestrians.jpg,241,333,512,361
/home/rafik/caffe/images/pedestrians.jpg,184,237,374,299
/home/rafik/caffe/images/pedestrians.jpg,28,106,215,186
/home/rafik/caffe/images/pedestrians.jpg,375,137,439,172
/home/rafik/caffe/images/pedestrians.jpg,374,161,575,287
/home/rafik/caffe/images/pedestrians.jpg,374,181,566,287
/home/rafik/caffe/images/pedestrians.jpg,257,145,563,305
/home/rafik/caffe/images/pedestrians.jpg,240,298,608,346
/home/rafik/caffe/images/pedestrians.jpg,177,1,373,102
/home/rafik/caffe/images/pedestrians.jpg,395,224,559,285
/home/rafik/caffe/images/pedestrians.jpg,177,1,322,102
/home/rafik/caffe/images/pedestrians.jpg,340,333,512,361
/home/rafik/caffe/images/pedestrians.jpg,198,1,322,102
/home/rafik/caffe/images/pedestrians.jpg,198,1,221,92
/home/rafik/caffe/images/pedestrians.jpg,189,76,381,177
/home/rafik/caffe/images/pedestrians.jpg,240,304,512,339
/home/rafik/caffe/images/pedestrians.jpg,1,83,184,186
/home/rafik/caffe/images/pedestrians.jpg,161,341,495,361
/home/rafik/caffe/images/pedestrians.jpg,8,83,184,186
/home/rafik/caffe/images/pedestrians.jpg,1,65,54,208
/home/rafik/caffe/images/pedestrians.jpg,1,1,57,106
/home/rafik/caffe/images/pedestrians.jpg,1,1,57,79
/home/rafik/caffe/images/pedestrians.jpg,372,298,608,346
/home/rafik/caffe/images/pedestrians.jpg,1,269,481,331
/home/rafik/caffe/images/pedestrians.jpg,329,86,381,133
/home/rafik/caffe/images/pedestrians.jpg,26,83,184,186
/home/rafik/caffe/images/pedestrians.jpg,26,83,184,182
/home/rafik/caffe/images/pedestrians.jpg,1,187,230,326
/home/rafik/caffe/images/pedestrians.jpg,189,76,341,177
/home/rafik/caffe/images/pedestrians.jpg,374,161,582,275
/home/rafik/caffe/images/pedestrians.jpg,383,1,711,195
/home/rafik/caffe/images/pedestrians.jpg,383,1,594,195
/home/rafik/caffe/images/pedestrians.jpg,374,79,523,195
/home/rafik/caffe/images/pedestrians.jpg,28,119,50,186
/home/rafik/caffe/images/pedestrians.jpg,14,15,100,116
/home/rafik/caffe/images/pedestrians.jpg,178,192,454,290
/home/rafik/caffe/images/pedestrians.jpg,1,1,21,40
/home/rafik/caffe/images/pedestrians.jpg,319,113,384,218
/home/rafik/caffe/images/pedestrians.jpg,19,1,198,104
/home/rafik/caffe/images/pedestrians.jpg,96,65,204,162
/home/rafik/caffe/images/pedestrians.jpg,374,115,466,166
/home/rafik/caffe/images/pedestrians.jpg,238,119,354,220
/home/rafik/caffe/images/pedestrians.jpg,238,138,313,220
/home/rafik/caffe/images/pedestrians.jpg,218,28,322,105
/home/rafik/caffe/images/pedestrians.jpg,89,1,470,177
/home/rafik/caffe/images/pedestrians.jpg,206,79,277,145
/home/rafik/caffe/images/pedestrians.jpg,271,1,470,144
/home/rafik/caffe/images/pedestrians.jpg,1,295,368,361
/home/rafik/caffe/images/pedestrians.jpg,1,167,237,224
/home/rafik/caffe/images/pedestrians.jpg,218,28,322,102
/home/rafik/caffe/images/pedestrians.jpg,133,261,208,290
/home/rafik/caffe/images/pedestrians.jpg,19,1,161,104
/home/rafik/caffe/images/pedestrians.jpg,332,113,375,196
/home/rafik/caffe/images/pedestrians.jpg,1,146,215,208
/home/rafik/caffe/images/pedestrians.jpg,131,1,198,81
/home/rafik/caffe/images/pedestrians.jpg,1,167,237,239
/home/rafik/caffe/images/pedestrians.jpg,241,80,341,144
/home/rafik/caffe/images/pedestrians.jpg,179,304,512,343
/home/rafik/caffe/images/pedestrians.jpg,303,89,341,144
/home/rafik/caffe/images/pedestrians.jpg,178,197,284,286
/home/rafik/caffe/images/pedestrians.jpg,383,161,575,257
/home/rafik/caffe/images/pedestrians.jpg,257,145,559,290
/home/rafik/caffe/images/pedestrians.jpg,1,22,21,79
/home/rafik/caffe/images/pedestrians.jpg,189,76,258,177
/home/rafik/caffe/images/pedestrians.jpg,240,314,512,339
/home/rafik/caffe/images/pedestrians.jpg,89,24,283,177
/home/rafik/caffe/images/pedestrians.jpg,34,106,215,182
/home/rafik/caffe/images/pedestrians.jpg,271,86,355,144
/home/rafik/caffe/images/pedestrians.jpg,266,192,454,290
/home/rafik/caffe/images/pedestrians.jpg,19,1,57,64
/home/rafik/caffe/images/pedestrians.jpg,374,119,465,166
/home/rafik/caffe/images/pedestrians.jpg,179,304,465,343
/home/rafik/caffe/images/pedestrians.jpg,379,124,465,166
/home/rafik/caffe/images/pedestrians.jpg,89,303,337,343
/home/rafik/caffe/images/pedestrians.jpg,318,1,470,121
/home/rafik/caffe/images/pedestrians.jpg,334,1,435,72
/home/rafik/caffe/images/pedestrians.jpg,14,1,198,116
/home/rafik/caffe/images/pedestrians.jpg,96,65,283,177
/home/rafik/caffe/images/pedestrians.jpg,1,65,22,168
/home/rafik/caffe/images/pedestrians.jpg,96,65,277,177
/home/rafik/caffe/images/pedestrians.jpg,1,269,448,331
/home/rafik/caffe/images/pedestrians.jpg,266,192,559,290
/home/rafik/caffe/images/pedestrians.jpg,223,141,281,239
/home/rafik/caffe/images/pedestrians.jpg,203,1,343,87
/home/rafik/caffe/images/pedestrians.jpg,1,167,237,222
/home/rafik/caffe/images/pedestrians.jpg,374,115,466,152
/home/rafik/caffe/images/pedestrians.jpg,257,145,354,220
/home/rafik/caffe/images/pedestrians.jpg,1,269,448,328
/home/rafik/caffe/images/pedestrians.jpg,132,267,448,321
/home/rafik/caffe/images/pedestrians.jpg,1,277,99,300
/home/rafik/caffe/images/pedestrians.jpg,364,248,454,290
/home/rafik/caffe/images/pedestrians.jpg,374,181,566,275
/home/rafik/caffe/images/pedestrians.jpg,89,316,337,343
/home/rafik/caffe/images/pedestrians.jpg,1,269,319,328
/home/rafik/caffe/images/pedestrians.jpg,383,154,493,195
/home/rafik/caffe/images/pedestrians.jpg,144,338,495,361
/home/rafik/caffe/images/pedestrians.jpg,271,103,341,144
/home/rafik/caffe/images/pedestrians.jpg,106,109,215,180
/home/rafik/caffe/images/pedestrians.jpg,241,80,305,131
/home/rafik/caffe/images/pedestrians.jpg,401,79,523,195
/home/rafik/caffe/images/pedestrians.jpg,269,129,321,161
/home/rafik/caffe/images/pedestrians.jpg,65,229,267,295
/home/rafik/caffe/images/pedestrians.jpg,178,197,281,286
/home/rafik/caffe/images/pedestrians.jpg,380,1,470,115
/home/rafik/caffe/images/pedestrians.jpg,326,192,559,290
/home/rafik/caffe/images/pedestrians.jpg,266,192,405,289
/home/rafik/caffe/images/pedestrians.jpg,282,1,470,121
/home/rafik/caffe/images/pedestrians.jpg,305,1,470,121
/home/rafik/caffe/images/pedestrians.jpg,203,1,326,59
/home/rafik/caffe/images/pedestrians.jpg,305,48,470,121
/home/rafik/caffe/images/pedestrians.jpg,326,192,465,290
/home/rafik/caffe/images/pedestrians.jpg,322,1,435,72
/home/rafik/caffe/images/pedestrians.jpg,228,171,281,239
/home/rafik/caffe/images/pedestrians.jpg,383,174,506,257
/home/rafik/caffe/images/pedestrians.jpg,383,174,506,197
/home/rafik/caffe/images/pedestrians.jpg,96,65,240,177
/home/rafik/caffe/images/pedestrians.jpg,1,218,157,326
/home/rafik/caffe/images/pedestrians.jpg,296,119,354,216
/home/rafik/caffe/images/pedestrians.jpg,167,76,240,177
/home/rafik/caffe/images/pedestrians.jpg,14,15,95,116
/home/rafik/caffe/images/pedestrians.jpg,144,316,337,343
/home/rafik/caffe/images/pedestrians.jpg,1,269,291,328
/home/rafik/caffe/images/pedestrians.jpg,89,316,222,331
/home/rafik/caffe/images/pedestrians.jpg,296,119,334,204
/home/rafik/caffe/images/pedestrians.jpg,203,1,373,87
/home/rafik/caffe/images/pedestrians.jpg,281,1,373,87
/home/rafik/caffe/images/pedestrians.jpg,96,65,204,130
/home/rafik/caffe/images/pedestrians.jpg,115,109,215,180
/home/rafik/caffe/images/pedestrians.jpg,127,279,291,328
/home/rafik/caffe/images/pedestrians.jpg,132,279,291,321
/home/rafik/caffe/images/pedestrians.jpg,165,291,291,321
/home/rafik/caffe/images/pedestrians.jpg,180,76,240,177
/home/rafik/caffe/images/pedestrians.jpg,326,192,465,289
/home/rafik/caffe/images/pedestrians.jpg,1,269,157,326
/home/rafik/caffe/images/pedestrians.jpg,99,190,208,209
/home/rafik/caffe/images/pedestrians.jpg,132,267,319,321
/home/rafik/caffe/images/pedestrians.jpg,1,187,230,286
/home/rafik/caffe/images/pedestrians.jpg,380,115,471,144
/home/rafik/caffe/images/pedestrians.jpg,389,115,471,144
/home/rafik/caffe/images/pedestrians.jpg,1,146,166,208
/home/rafik/caffe/images/pedestrians.jpg,266,201,337,285
/home/rafik/caffe/images/pedestrians.jpg,21,1,198,104
/home/rafik/caffe/images/pedestrians.jpg,197,197,281,286
/home/rafik/caffe/images/pedestrians.jpg,179,314,465,343
/home/rafik/caffe/images/pedestrians.jpg,10,122,32,197
/home/rafik/caffe/images/pedestrians.jpg,207,171,279,239
/home/rafik/caffe/images/pedestrians.jpg,203,1,326,75
/home/rafik/caffe/images/pedestrians.jpg,138,1,198,48
/home/rafik/caffe/images/pedestrians.jpg,257,171,331,220
/home/rafik/caffe/images/pedestrians.jpg,1,218,113,300
/home/rafik/caffe/images/pedestrians.jpg,302,288,448,312
/home/rafik/caffe/images/pedestrians.jpg,106,109,184,178
/home/rafik/caffe/images/pedestrians.jpg,1,272,99,300
/home/rafik/caffe/images/pedestrians.jpg,26,83,118,182
/home/rafik/caffe/images/pedestrians.jpg,132,267,208,297
/home/rafik/caffe/images/pedestrians.jpg,189,76,240,177
/home/rafik/caffe/images/pedestrians.jpg,165,291,319,321
/home/rafik/caffe/images/pedestrians.jpg,165,291,260,315
/home/rafik/caffe/images/pedestrians.jpg,203,1,304,59
/home/rafik/caffe/images/pedestrians.jpg,203,1,304,75
/home/rafik/caffe/images/pedestrians.jpg,165,291,319,318
/home/rafik/caffe/images/pedestrians.jpg,1,290,90,300
/home/rafik/caffe/images/pedestrians.jpg,1,1,19,26
/home/rafik/caffe/images/pedestrians.jpg,19,1,57,63
/home/rafik/caffe/images/pedestrians.jpg,21,1,161,104
/home/rafik/caffe/images/pedestrians.jpg,138,1,196,34
/home/rafik/caffe/images/pedestrians.jpg,177,1,198,48
/home/rafik/caffe/images/pedestrians.jpg,198,1,206,66
/home/rafik/caffe/images/pedestrians.jpg,203,1,281,59
/home/rafik/caffe/images/pedestrians.jpg,257,1,304,43
/home/rafik/caffe/images/pedestrians.jpg,295,1,326,19
/home/rafik/caffe/images/pedestrians.jpg,320,1,373,39
/home/rafik/caffe/images/pedestrians.jpg,281,9,343,87
/home/rafik/caffe/images/pedestrians.jpg,57,15,95,109
/home/rafik/caffe/images/pedestrians.jpg,146,16,167,40
/home/rafik/caffe/images/pedestrians.jpg,1,22,21,40
/home/rafik/caffe/images/pedestrians.jpg,131,22,198,81
/home/rafik/caffe/images/pedestrians.jpg,89,24,100,109
/home/rafik/caffe/images/pedestrians.jpg,229,25,268,75
/home/rafik/caffe/images/pedestrians.jpg,322,27,352,69
/home/rafik/caffe/images/pedestrians.jpg,218,28,244,79
/home/rafik/caffe/images/pedestrians.jpg,201,32,221,92
/home/rafik/caffe/images/pedestrians.jpg,1,37,20,79
/home/rafik/caffe/images/pedestrians.jpg,244,41,322,102
/home/rafik/caffe/images/pedestrians.jpg,27,48,57,64
/home/rafik/caffe/images/pedestrians.jpg,318,48,470,121
/home/rafik/caffe/images/pedestrians.jpg,14,63,69,116
/home/rafik/caffe/images/pedestrians.jpg,379,64,424,82
/home/rafik/caffe/images/pedestrians.jpg,1,65,22,106
/home/rafik/caffe/images/pedestrians.jpg,96,65,204,122
/home/rafik/caffe/images/pedestrians.jpg,189,76,236,177
/home/rafik/caffe/images/pedestrians.jpg,221,77,249,96
/home/rafik/caffe/images/pedestrians.jpg,223,79,277,132
/home/rafik/caffe/images/pedestrians.jpg,282,80,305,120
/home/rafik/caffe/images/pedestrians.jpg,26,83,93,147
/home/rafik/caffe/images/pedestrians.jpg,329,86,355,127
/home/rafik/caffe/images/pedestrians.jpg,305,89,331,112
/home/rafik/caffe/images/pedestrians.jpg,251,90,283,105
/home/rafik/caffe/images/pedestrians.jpg,241,94,286,131
/home/rafik/caffe/images/pedestrians.jpg,1,95,19,168
/home/rafik/caffe/images/pedestrians.jpg,63,98,95,124
/home/rafik/caffe/images/pedestrians.jpg,180,98,196,130
/home/rafik/caffe/images/pedestrians.jpg,346,98,381,133
/home/rafik/caffe/images/pedestrians.jpg,8,99,32,128
/home/rafik/caffe/images/pedestrians.jpg,206,99,240,145
/home/rafik/caffe/images/pedestrians.jpg,303,103,341,144
/home/rafik/caffe/images/pedestrians.jpg,34,106,118,182
/home/rafik/caffe/images/pedestrians.jpg,102,109,123,143
/home/rafik/caffe/images/pedestrians.jpg,127,109,184,174
/home/rafik/caffe/images/pedestrians.jpg,65,114,92,151
/home/rafik/caffe/images/pedestrians.jpg,389,115,466,144
/home/rafik/caffe/images/pedestrians.jpg,96,116,129,162
/home/rafik/caffe/images/pedestrians.jpg,271,116,304,134
/home/rafik/caffe/images/pedestrians.jpg,61,117,79,150
/home/rafik/caffe/images/pedestrians.jpg,34,119,50,177
/home/rafik/caffe/images/pedestrians.jpg,296,119,334,196
/home/rafik/caffe/images/pedestrians.jpg,337,119,362,147
/home/rafik/caffe/images/pedestrians.jpg,374,119,442,152
/home/rafik/caffe/images/pedestrians.jpg,10,122,28,176
/home/rafik/caffe/images/pedestrians.jpg,46,122,66,152
/home/rafik/caffe/images/pedestrians.jpg,380,122,451,144
/home/rafik/caffe/images/pedestrians.jpg,167,123,192,174
/home/rafik/caffe/images/pedestrians.jpg,231,125,258,149
/home/rafik/caffe/images/pedestrians.jpg,252,125,316,174
/home/rafik/caffe/images/pedestrians.jpg,28,129,38,186
/home/rafik/caffe/images/pedestrians.jpg,278,130,305,145
/home/rafik/caffe/images/pedestrians.jpg,106,132,135,178
/home/rafik/caffe/images/pedestrians.jpg,381,135,451,144
/home/rafik/caffe/images/pedestrians.jpg,375,137,431,172
/home/rafik/caffe/images/pedestrians.jpg,238,138,276,181
/home/rafik/caffe/images/pedestrians.jpg,1,141,9,174
/home/rafik/caffe/images/pedestrians.jpg,223,141,243,185
/home/rafik/caffe/images/pedestrians.jpg,132,142,142,168
/home/rafik/caffe/images/pedestrians.jpg,16,145,32,197
/home/rafik/caffe/images/pedestrians.jpg,318,145,354,216
/home/rafik/caffe/images/pedestrians.jpg,1,146,54,208
/home/rafik/caffe/images/pedestrians.jpg,115,146,215,180
/home/rafik/caffe/images/pedestrians.jpg,366,146,384,218
/home/rafik/caffe/images/pedestrians.jpg,319,150,348,194
/home/rafik/caffe/images/pedestrians.jpg,189,153,212,175
/home/rafik/caffe/images/pedestrians.jpg,273,153,318,188
/home/rafik/caffe/images/pedestrians.jpg,385,153,439,165
/home/rafik/caffe/images/pedestrians.jpg,43,155,59,177
/home/rafik/caffe/images/pedestrians.jpg,9,171,28,196
/home/rafik/caffe/images/pedestrians.jpg,231,171,279,224
/home/rafik/caffe/images/pedestrians.jpg,296,171,331,204
/home/rafik/caffe/images/pedestrians.jpg,383,172,432,187
/home/rafik/caffe/images/pedestrians.jpg,257,173,313,220
/home/rafik/caffe/images/pedestrians.jpg,387,174,459,190
/home/rafik/caffe/images/pedestrians.jpg,383,178,451,197
/home/rafik/caffe/images/pedestrians.jpg,32,180,166,201
/home/rafik/caffe/images/pedestrians.jpg,207,186,237,239
/home/rafik/caffe/images/pedestrians.jpg,389,186,461,196
/home/rafik/caffe/images/pedestrians.jpg,17,187,230,286
/home/rafik/caffe/images/pedestrians.jpg,123,190,208,204
/home/rafik/caffe/images/pedestrians.jpg,326,192,405,289
/home/rafik/caffe/images/pedestrians.jpg,386,193,497,257
/home/rafik/caffe/images/pedestrians.jpg,228,197,281,239
/home/rafik/caffe/images/pedestrians.jpg,283,198,330,220
/home/rafik/caffe/images/pedestrians.jpg,99,200,145,209
/home/rafik/caffe/images/pedestrians.jpg,266,201,328,285
/home/rafik/caffe/images/pedestrians.jpg,44,210,113,224
/home/rafik/caffe/images/pedestrians.jpg,1,216,70,230
/home/rafik/caffe/images/pedestrians.jpg,1,218,113,273
/home/rafik/caffe/images/pedestrians.jpg,320,220,337,246
/home/rafik/caffe/images/pedestrians.jpg,340,222,380,263
/home/rafik/caffe/images/pedestrians.jpg,197,229,267,286
/home/rafik/caffe/images/pedestrians.jpg,269,235,284,274
/home/rafik/caffe/images/pedestrians.jpg,178,237,242,263
/home/rafik/caffe/images/pedestrians.jpg,209,237,331,299
/home/rafik/caffe/images/pedestrians.jpg,308,238,337,285
/home/rafik/caffe/images/pedestrians.jpg,65,240,202,295
/home/rafik/caffe/images/pedestrians.jpg,103,248,211,283
/home/rafik/caffe/images/pedestrians.jpg,323,248,374,287
/home/rafik/caffe/images/pedestrians.jpg,364,248,399,286
/home/rafik/caffe/images/pedestrians.jpg,184,252,223,289
/home/rafik/caffe/images/pedestrians.jpg,137,261,188,283
/home/rafik/caffe/images/pedestrians.jpg,133,267,208,290
/home/rafik/caffe/images/pedestrians.jpg,1,272,64,276
/home/rafik/caffe/images/pedestrians.jpg,395,272,465,282
/home/rafik/caffe/images/pedestrians.jpg,383,275,454,290
/home/rafik/caffe/images/pedestrians.jpg,1,277,99,296
/home/rafik/caffe/images/pedestrians.jpg,132,279,208,297
/home/rafik/caffe/images/pedestrians.jpg,395,280,454,283
/home/rafik/caffe/images/pedestrians.jpg,323,288,386,295
/home/rafik/caffe/images/pedestrians.jpg,302,289,448,312
/home/rafik/caffe/images/pedestrians.jpg,20,290,90,296
/home/rafik/caffe/images/pedestrians.jpg,189,291,260,301
/home/rafik/caffe/images/pedestrians.jpg,234,295,319,318
/home/rafik/caffe/images/pedestrians.jpg,1,297,72,300
/home/rafik/caffe/images/pedestrians.jpg,372,298,481,305
/home/rafik/caffe/images/pedestrians.jpg,165,302,245,315
/home/rafik/caffe/images/pedestrians.jpg,1,303,56,322
/home/rafik/caffe/images/pedestrians.jpg,127,303,189,328
/home/rafik/caffe/images/pedestrians.jpg,338,304,431,320
/home/rafik/caffe/images/pedestrians.jpg,287,305,366,323
/home/rafik/caffe/images/pedestrians.jpg,358,306,401,317
/home/rafik/caffe/images/pedestrians.jpg,224,308,291,321
/home/rafik/caffe/images/pedestrians.jpg,240,314,465,339
/home/rafik/caffe/images/pedestrians.jpg,148,316,222,331
/home/rafik/caffe/images/pedestrians.jpg,179,316,337,343
/home/rafik/caffe/images/pedestrians.jpg,273,322,353,330
/home/rafik/caffe/images/pedestrians.jpg,89,325,180,331
/home/rafik/caffe/images/pedestrians.jpg,152,334,208,339
/home/rafik/caffe/images/pedestrians.jpg,241,337,352,342
/home/rafik/caffe/images/pedestrians.jpg,144,338,208,342
/home/rafik/caffe/images/pedestrians.jpg,192,347,306,349
